id,title,overview,premiere_date,popularity,genre,country_origin,original_language,rating,votes
404,Seinfeld,A stand-up comedian and his three offbeat friends weather the pitfalls and payoffs of life in New York City in the '90s. It's a show about nothing.,7/5/89,51.2693,Comedy,United States,English,8.252,2204
405,Beyblade Burst,"Middle schooler Valt Aoi, with his Beyblade Valkyrie (Valtryek), faces off against friends, classmates, and rivals to become the world's number one Blader.",4/4/16,18.7658,"Action & Adventure, Animation, Comedy, Kids, Sci-Fi & Fantasy, Family",Japan,Japanese,8.3,333
406,ThunderCats,"The inhabitants of the planet Thundera evacuate just before it is destroyed. They were pursued by a band of mutants. All but one of their escape ships was destroyed. Only a small group of Thunderans (Thundercats) remained. With only half engine power, the group, which was led by Jaga, had to set a course for the nearest planet. Jaga commanded their ship while the other seven were in their stasis tubes. Jaga died on their journey to Third Earth and their ship crashed there. Soon they made friends with various groups in the area and they designed a fortress. Mumm-Ra the centuries-old embodiment of evil, along with the mutants that destroyed the rest of the Thunderans are a constant threat. But Lion-O, the new leader of the Thundercats, with his weapon the ""Sword of Omens"" will help the Thundercats to have a standing chance.",1/23/85,10.4164,"Animation, Sci-Fi & Fantasy, Action & Adventure, Kids",United States,English,8.3,1067
407,Rome,A down-to-earth account of the lives of both illustrious and ordinary Romans set in the last days of the Roman Republic.,8/28/05,16.0155,"Action & Adventure, Drama",United States,English,8.2,1404
408,The Last Dance,"A 10-part documentary chronicling the untold story of Michael Jordan and the Chicago Bulls dynasty with rare, never-before-seen footage and sound from the 1997-98 championship season – plus over 100 interviews with famous figures and basketball’s biggest names.",4/19/20,4.3603,Documentary,United States,English,8.2,1401
409,White Collar,"In exchange for his freedom, charming con artist Neal Caffrey provides his expertise to help straight-man FBI agent Peter Burke catch elusive white-collar criminals.",10/23/09,25.5525,"Crime, Drama, Mystery",United States,English,8.2,1482
410,Monty Python's Flying Circus,"A British sketch comedy series with the shows being composed of surreality, risqué or innuendo-laden humour, sight gags and observational sketches without punchlines.",10/5/69,6.2177,Comedy,United Kingdom,English,8.246,668
411,The Last Kingdom,"A show of heroic deeds and epic battles with a thematic depth that embraces politics, religion, warfare, courage, love, loyalty and our universal search for identity. Combining real historical figures and events with fictional characters, it is the story of how a people combined their strength under one of the most iconic kings of history in order to reclaim their land for themselves and build a place they call home.",10/10/15,28.3813,"Action & Adventure, Drama, War & Politics",United Kingdom,English,8.245,1877
412,Yamada-kun and the Seven Witches,"One day, high-school boy Yamada bumps into the beautiful girl Shiraishi on the stairs (literally), and their lips touch as they fall. When they regain their wits, they realize that they have swapped bodies. As time progresses, the two realize that this is not the only mysterious happening in the school.",4/12/15,4.7624,"Animation, Comedy, Mystery",Japan,Japanese,8.245,245
413,Power Book II: Ghost,"Picking up just days after the “Power” finale, this sequel series follows Tariq navigating his new life, in which his desire to shed his father’s legacy comes up against the mounting pressure to save his family.",9/6/20,10.6082,"Crime, Drama",United States,English,8.2,342
414,Nathan for You,"Self-proclaimed business expert, writer, director and comedian Nathan Fielder helps real small businesses turn a profit with marketing tactics that no ordinary consultant would dare to attempt. From driving foot traffic to an off-the-strip souvenir shop by using Hollywood flair and a Johnny Depp impersonator, to creating a rebate that can only be redeemed by climbing a mountain, to founding a coffee shop called ""Dumb Starbucks,” Nathan has always gone to the limit to make his ideas come to life. With his unorthodox approach to problem solving, Nathan’s genuine efforts to do good often draw the real people he encounters into an experience far beyond what they signed up for.",2/28/13,4.4816,"Comedy, Documentary",United States,English,8.2,282
415,My Name,"Following her father's murder, a revenge-driven woman puts her trust in a powerful crime boss — and enters the police force under his direction.",10/15/21,9.8947,"Crime, Drama, Mystery",South Korea,Korean,8.2,990
416,Noragami,"Hiyori Iki is a normal middle school student until she was involved in a bus accident while trying to protect a stranger. This incident causes her soul to frequently slip out of her body, and she becomes aware of the existence of two parallel worlds. Through her soul, she meets the strange, nameless god without a shrine, Yato. Yato is determined to make a name for himself out there by accepting any wishes for 5 yen, including Hiyori's to fix her body.",1/5/14,7.9229,"Animation, Action & Adventure, Comedy, Sci-Fi & Fantasy",Japan,Japanese,8.2,656
417,Daria,"After moving to a new town with her stressed-out parents and relentlessly popular little sister, Daria uses her acerbic wit and keen powers of observation to contend with the mind-numbingly ridiculous world of Lawndale High.",3/3/97,8.1059,"Comedy, Animation",United States,English,8.239,642
418,Dejémonos de Vargas,,7/13/22,4.5788,Comedy,Colombia,Spanish,8.234,321
419,Money Heist,"To carry out the biggest heist in history, a mysterious man called The Professor recruits a band of eight robbers who have a single characteristic: none of them has anything to lose. Five months of seclusion - memorizing every step, every detail, every probability - culminate in eleven days locked up in the National Coinage and Stamp Factory of Spain, surrounded by police forces and with dozens of hostages in their power, to find out whether their suicide wager will lead to everything or nothing.",5/2/17,20.8678,"Crime, Drama",Spain,Spanish,8.2,19135
420,High-Rise Invasion,"High-school girl Yuri suddenly finds herself on the rooftop of a high-rise building. She's trapped in a bizarre world surrounded by skyscrapers, where a masked man cracked open a man's head with an axe before her eyes. Finding a way to survive this bizarre world, find her beloved brother, and escape becomes her top priority, but she is beset by danger not just from the mysterious Masks, which possess both inhuman strength and cruelty, but other survivors turned cruel or desparate by the insanity of the high-rise world.",2/25/21,4.1661,"Animation, Mystery, Action & Adventure",Japan,Japanese,8.2,724
421,BNA,"Morphed into a raccoon beastman, Michiru seeks refuge, and answers, with the aid of wolf beastman Shirou inside the special zone of Anima-City.",4/9/20,5.2939,"Animation, Action & Adventure, Sci-Fi & Fantasy",Japan,Japanese,8.232,413
422,"DON'T TOY WITH ME, MISS NAGATORO","""A girl in a lower grade just made me cry!"" One day, Senpai visits the library after school and becomes the target of a super sadistic junior! The name of the girl who teases, torments, and tantalizes Senpai is ""Nagatoro!"" She's annoying yet adorable. It's painful, but you still want to be by her side. This is a story about an extremely sadistic and temperamental girl and you'll feel something awaken inside of you.",4/11/21,9.1487,"Animation, Comedy, Drama",Japan,Japanese,8.2,790
423,Flower of Evil,"Hiding a twisted past, a man maintains his facade as the perfect husband to his detective wife — until she begins investigating a series of murders.",7/29/20,6.0738,"Drama, Crime, Mystery",South Korea,Korean,8.231,566
424,Club 57,"When Eva and Rubén travel back in time to 1957, they try to go unnoticed until they find a way to return. Their plans change after Eva falls for Italian heartthrob JJ, and her actions begin to drastically alter the future.",4/16/19,2.7787,"Comedy, Sci-Fi & Fantasy, Soap, Family","Italy, United States",Spanish,8.2,629
425,Line of Duty,"A drama about the investigations of AC-12, a controversial police anticorruption unit.",6/26/12,14.7947,"Crime, Drama, Mystery",United Kingdom,English,8.2,449
426,Saga of Tanya the Evil,"On the front lines of the war, Tanya Degurechaff, blond hair, blue eyes, and porcelain white skin, commands her squad with lisping voice. Actually, she is one of Japan's most elite salary men, reborn as a little girl into a world of magical warfare after angering a mysterious being who calls himself God.",1/6/17,7.0055,"Animation, Drama, Sci-Fi & Fantasy, War & Politics",Japan,Japanese,8.228,402
427,This Is Us,"Follows the lives and families of three adults living and growing up in the United States of America in present and past times. As their paths cross and their life stories intertwine in curious ways, we find that several of them share the same birthday - and so much more than anyone would expect.",9/20/16,25.4711,Drama,United States,English,8.2,1556
